source_id,source_class,age,source_measure,survival_probability,source_unit,transformation,included_weight,weight_year,nrcan_ceud_class
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,31,survival_probability,0.093723597,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,32,survival_probability,0.083558148,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,33,survival_probability,0.075147123,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,34,survival_probability,0.068298669,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,35,survival_probability,0.063026763,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,36,survival_probability,0.0457,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,37,survival_probability,0.0374,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,38,survival_probability,0.0306,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,2b/3 Trucks,39,survival_probability,0.025,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,0,survival_probability,1.0,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,1,survival_probability,0.993432390246118,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,2,survival_probability,0.985062572570613,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,3,survival_probability,0.9738923005478504,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,4,survival_probability,0.9591923893028744,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,5,survival_probability,0.9407079455013112,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,6,survival_probability,0.9168887987280316,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,7,survival_probability,0.8869960122301214,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,8,survival_probability,0.850496388626437,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,9,survival_probability,0.8067482998740281,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,10,survival_probability,0.755276043410783,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,11,survival_probability,0.6957236714976064,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,12,survival_probability,0.6297536729244139,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,13,survival_probability,0.5602610958657724,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,14,survival_probability,0.4894735422997605,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,15,survival_probability,0.4210374678539818,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,16,survival_probability,0.3583181319489291,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,17,survival_probability,0.3031998680258771,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,18,survival_probability,0.2561965619986988,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,19,survival_probability,0.2169192043447746,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,20,survival_probability,0.1850150085708845,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,21,survival_probability,0.1592435732305992,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,22,survival_probability,0.1385571540553264,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,23,survival_probability,0.1219577714523364,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,24,survival_probability,0.1086744236843994,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,25,survival_probability,0.0979554957833666,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,26,survival_probability,0.0892881878099131,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,27,survival_probability,0.0822980834508385,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,28,survival_probability,0.0765917483193743,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,29,survival_probability,0.0719510542887034,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,30,survival_probability,0.059065440266241,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,31,survival_probability,0.0484874928982468,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,32,survival_probability,0.0398039353801495,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,33,survival_probability,0.0326755040742559,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,34,survival_probability,0.0268236935948594,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,35,survival_probability,0.0220198756975806,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,36,survival_probability,0.0180763668516487,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,37,survival_probability,0.0148390955082134,dimensionless,source_survival_probability,,,
nhtsa_cafe_2024_ldv_survival,Cars,38,survival_probability,0.0121815825773526,dimensionless,source_survival_probability,,,
