id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,technology
67886,on,2020,netzero,low,low,ref,low,yes,high,0.0,hydrogen-ready
67935,on,2020,netzero,high,low,ref,low,yes,high,0.0,hydrogen-ready
67984,on,2020,netzero,ref,low,low,low,yes,high,0.0,hydrogen-ready
68033,on,2020,netzero,low,low,low,low,yes,high,0.0,hydrogen-ready
68082,on,2020,netzero,high,low,low,low,yes,high,0.0,hydrogen-ready
68131,on,2020,netzero,ref,low,high,low,yes,high,0.0,hydrogen-ready
68180,on,2020,netzero,low,low,high,low,yes,high,0.0,hydrogen-ready
68229,on,2020,netzero,high,low,high,low,yes,high,0.0,hydrogen-ready
68278,on,2020,netzero,ref,ref,ref,ref,yes,high,0.0,hydrogen-ready
68327,on,2020,netzero,ref,high,ref,low,no,high,0.0,hydrogen-ready
68376,on,2020,netzero,low,high,ref,low,no,high,0.0,hydrogen-ready
68425,on,2020,netzero,high,high,ref,low,no,high,0.0,hydrogen-ready
68474,on,2020,netzero,ref,high,low,low,no,high,0.0,hydrogen-ready
68523,on,2020,netzero,low,high,low,low,no,high,0.0,hydrogen-ready
68572,on,2020,netzero,high,high,low,low,no,high,0.0,hydrogen-ready
68621,on,2020,netzero,ref,high,high,low,no,high,0.0,hydrogen-ready
68670,on,2020,netzero,low,high,high,low,no,high,0.0,hydrogen-ready
68719,on,2020,netzero,high,high,high,low,no,high,0.0,hydrogen-ready
68768,on,2020,netzero,ref,high,ref,low,yes,high,0.0,hydrogen-ready
105861,on,2020,netzero,ref,ref,ref,ref,no,low,0.0,hydrogen-ready
105910,on,2020,netzero,low,ref,ref,ref,no,low,0.0,hydrogen-ready
105959,on,2020,netzero,low,ref,ref,ref,yes,low,0.0,hydrogen-ready
106008,on,2020,netzero,low,high,ref,low,yes,low,0.0,hydrogen-ready
106057,on,2020,netzero,high,high,ref,low,yes,low,0.0,hydrogen-ready
106106,on,2020,netzero,ref,high,low,low,yes,low,0.0,hydrogen-ready
106155,on,2020,netzero,low,high,low,low,yes,low,0.0,hydrogen-ready
106204,on,2020,netzero,high,high,low,low,yes,low,0.0,hydrogen-ready
106253,on,2020,netzero,ref,high,high,low,yes,low,0.0,hydrogen-ready
106302,on,2020,netzero,low,high,high,low,yes,low,0.0,hydrogen-ready
106351,on,2020,netzero,high,high,high,low,yes,low,0.0,hydrogen-ready
106400,on,2020,netzero,high,ref,ref,ref,yes,low,0.0,hydrogen-ready
106449,on,2020,netzero,ref,ref,low,ref,yes,low,0.0,hydrogen-ready
106498,on,2020,netzero,low,ref,low,ref,yes,low,0.0,hydrogen-ready
106547,on,2020,netzero,high,ref,low,ref,yes,low,0.0,hydrogen-ready
106596,on,2020,netzero,ref,ref,high,ref,yes,low,0.0,hydrogen-ready
106645,on,2020,netzero,low,ref,high,ref,yes,low,0.0,hydrogen-ready
106694,on,2020,netzero,high,ref,high,ref,yes,low,0.0,hydrogen-ready
106743,on,2020,netzero,ref,low,ref,ref,no,low,0.0,hydrogen-ready
106792,on,2020,netzero,low,low,ref,ref,no,low,0.0,hydrogen-ready
106841,on,2020,netzero,high,ref,ref,ref,no,low,0.0,hydrogen-ready
106890,on,2020,netzero,high,low,ref,ref,no,low,0.0,hydrogen-ready
106939,on,2020,netzero,ref,low,low,ref,no,low,0.0,hydrogen-ready
106988,on,2020,netzero,low,low,low,ref,no,low,0.0,hydrogen-ready
107037,on,2020,netzero,high,low,low,ref,no,low,0.0,hydrogen-ready
107086,on,2020,netzero,ref,low,high,ref,no,low,0.0,hydrogen-ready
107135,on,2020,netzero,low,low,high,ref,no,low,0.0,hydrogen-ready
107184,on,2020,netzero,high,low,high,ref,no,low,0.0,hydrogen-ready
107233,on,2020,netzero,ref,low,ref,ref,yes,low,0.0,hydrogen-ready
107282,on,2020,netzero,low,low,ref,ref,yes,low,0.0,hydrogen-ready
107331,on,2020,netzero,high,low,ref,ref,yes,low,0.0,hydrogen-ready
107380,on,2020,netzero,ref,ref,low,ref,no,low,0.0,hydrogen-ready
107429,on,2020,netzero,ref,low,low,ref,yes,low,0.0,hydrogen-ready
107478,on,2020,netzero,low,low,low,ref,yes,low,0.0,hydrogen-ready
107527,on,2020,netzero,high,low,low,ref,yes,low,0.0,hydrogen-ready
107576,on,2020,netzero,ref,low,high,ref,yes,low,0.0,hydrogen-ready
107625,on,2020,netzero,low,low,high,ref,yes,low,0.0,hydrogen-ready
107674,on,2020,netzero,high,low,high,ref,yes,low,0.0,hydrogen-ready
107723,on,2020,netzero,ref,high,ref,ref,no,low,0.0,hydrogen-ready
107772,on,2020,netzero,low,high,ref,ref,no,low,0.0,hydrogen-ready
107821,on,2020,netzero,high,high,ref,ref,no,low,0.0,hydrogen-ready
107870,on,2020,netzero,ref,high,low,ref,no,low,0.0,hydrogen-ready
107919,on,2020,netzero,low,ref,low,ref,no,low,0.0,hydrogen-ready
107968,on,2020,netzero,low,high,low,ref,no,low,0.0,hydrogen-ready
108017,on,2020,netzero,high,high,low,ref,no,low,0.0,hydrogen-ready
108066,on,2020,netzero,ref,high,high,ref,no,low,0.0,hydrogen-ready
108115,on,2020,netzero,low,high,high,ref,no,low,0.0,hydrogen-ready
108164,on,2020,netzero,high,high,high,ref,no,low,0.0,hydrogen-ready
108213,on,2020,netzero,ref,high,ref,ref,yes,low,0.0,hydrogen-ready
108262,on,2020,netzero,low,high,ref,ref,yes,low,0.0,hydrogen-ready
108311,on,2020,netzero,high,high,ref,ref,yes,low,0.0,hydrogen-ready
108360,on,2020,netzero,ref,high,low,ref,yes,low,0.0,hydrogen-ready
108409,on,2020,netzero,low,high,low,ref,yes,low,0.0,hydrogen-ready
108458,on,2020,netzero,high,ref,low,ref,no,low,0.0,hydrogen-ready
108507,on,2020,netzero,high,high,low,ref,yes,low,0.0,hydrogen-ready
108556,on,2020,netzero,ref,high,high,ref,yes,low,0.0,hydrogen-ready
108605,on,2020,netzero,low,high,high,ref,yes,low,0.0,hydrogen-ready
108654,on,2020,netzero,high,high,high,ref,yes,low,0.0,hydrogen-ready
108703,on,2020,netzero,ref,ref,ref,low,no,low,0.0,hydrogen-ready
108752,on,2020,netzero,low,ref,ref,low,no,low,0.0,hydrogen-ready
108801,on,2020,netzero,high,ref,ref,low,no,low,0.0,hydrogen-ready
108850,on,2020,netzero,ref,ref,low,low,no,low,0.0,hydrogen-ready
108899,on,2020,netzero,low,ref,low,low,no,low,0.0,hydrogen-ready
108948,on,2020,netzero,high,ref,low,low,no,low,0.0,hydrogen-ready
108997,on,2020,netzero,ref,ref,high,ref,no,low,0.0,hydrogen-ready
109046,on,2020,netzero,ref,ref,high,low,no,low,0.0,hydrogen-ready
109095,on,2020,netzero,low,ref,high,low,no,low,0.0,hydrogen-ready
109144,on,2020,netzero,high,ref,high,low,no,low,0.0,hydrogen-ready
109193,on,2020,netzero,ref,ref,ref,low,yes,low,0.0,hydrogen-ready
109242,on,2020,netzero,low,ref,ref,low,yes,low,0.0,hydrogen-ready
109291,on,2020,netzero,high,ref,ref,low,yes,low,0.0,hydrogen-ready
109340,on,2020,netzero,ref,ref,low,low,yes,low,0.0,hydrogen-ready
109389,on,2020,netzero,low,ref,low,low,yes,low,0.0,hydrogen-ready
109438,on,2020,netzero,high,ref,low,low,yes,low,0.0,hydrogen-ready
109487,on,2020,netzero,ref,ref,high,low,yes,low,0.0,hydrogen-ready
109536,on,2020,netzero,low,ref,high,ref,no,low,0.0,hydrogen-ready
109585,on,2020,netzero,low,ref,high,low,yes,low,0.0,hydrogen-ready
109634,on,2020,netzero,high,ref,high,low,yes,low,0.0,hydrogen-ready
109683,on,2020,netzero,ref,low,ref,low,no,low,0.0,hydrogen-ready
109732,on,2020,netzero,low,low,ref,low,no,low,0.0,hydrogen-ready
109781,on,2020,netzero,high,low,ref,low,no,low,0.0,hydrogen-ready
109830,on,2020,netzero,ref,low,low,low,no,low,0.0,hydrogen-ready
109879,on,2020,netzero,low,low,low,low,no,low,0.0,hydrogen-ready
109928,on,2020,netzero,high,low,low,low,no,low,0.0,hydrogen-ready
109977,on,2020,netzero,ref,low,high,low,no,low,0.0,hydrogen-ready
110026,on,2020,netzero,low,low,high,low,no,low,0.0,hydrogen-ready
110075,on,2020,netzero,high,ref,high,ref,no,low,0.0,hydrogen-ready
110124,on,2020,netzero,high,low,high,low,no,low,0.0,hydrogen-ready
110173,on,2020,netzero,ref,low,ref,low,yes,low,0.0,hydrogen-ready
110222,on,2020,netzero,low,low,ref,low,yes,low,0.0,hydrogen-ready
110271,on,2020,netzero,high,low,ref,low,yes,low,0.0,hydrogen-ready
110320,on,2020,netzero,ref,low,low,low,yes,low,0.0,hydrogen-ready
110369,on,2020,netzero,low,low,low,low,yes,low,0.0,hydrogen-ready
110418,on,2020,netzero,high,low,low,low,yes,low,0.0,hydrogen-ready
110467,on,2020,netzero,ref,low,high,low,yes,low,0.0,hydrogen-ready
110516,on,2020,netzero,low,low,high,low,yes,low,0.0,hydrogen-ready
110565,on,2020,netzero,high,low,high,low,yes,low,0.0,hydrogen-ready
110614,on,2020,netzero,ref,ref,ref,ref,yes,low,0.0,hydrogen-ready
110663,on,2020,netzero,ref,high,ref,low,no,low,0.0,hydrogen-ready
110712,on,2020,netzero,low,high,ref,low,no,low,0.0,hydrogen-ready
110761,on,2020,netzero,high,high,ref,low,no,low,0.0,hydrogen-ready
110810,on,2020,netzero,ref,high,low,low,no,low,0.0,hydrogen-ready
110859,on,2020,netzero,low,high,low,low,no,low,0.0,hydrogen-ready
110908,on,2020,netzero,high,high,low,low,no,low,0.0,hydrogen-ready
110957,on,2020,netzero,ref,high,high,low,no,low,0.0,hydrogen-ready
111006,on,2020,netzero,low,high,high,low,no,low,0.0,hydrogen-ready
111055,on,2020,netzero,high,high,high,low,no,low,0.0,hydrogen-ready
111104,on,2020,netzero,ref,high,ref,low,yes,low,0.0,hydrogen-ready
21190,on,2025,legislated,ref,ref,ref,ref,no,high,0.0,hydrogen-ready
21239,on,2025,legislated,low,ref,ref,ref,no,high,0.0,hydrogen-ready
21288,on,2025,legislated,low,ref,ref,ref,yes,high,0.0,hydrogen-ready
21337,on,2025,legislated,low,high,ref,low,yes,high,0.0,hydrogen-ready
21386,on,2025,legislated,high,high,ref,low,yes,high,0.0,hydrogen-ready
21435,on,2025,legislated,ref,high,low,low,yes,high,0.0,hydrogen-ready
21484,on,2025,legislated,low,high,low,low,yes,high,0.0,hydrogen-ready
21533,on,2025,legislated,high,high,low,low,yes,high,0.0,hydrogen-ready
21582,on,2025,legislated,ref,high,high,low,yes,high,0.0,hydrogen-ready
21631,on,2025,legislated,low,high,high,low,yes,high,0.0,hydrogen-ready
21680,on,2025,legislated,high,high,high,low,yes,high,0.0,hydrogen-ready
21729,on,2025,legislated,high,ref,ref,ref,yes,high,0.0,hydrogen-ready
21778,on,2025,legislated,ref,ref,low,ref,yes,high,0.0,hydrogen-ready
21827,on,2025,legislated,low,ref,low,ref,yes,high,0.0,hydrogen-ready
21876,on,2025,legislated,high,ref,low,ref,yes,high,0.0,hydrogen-ready
21925,on,2025,legislated,ref,ref,high,ref,yes,high,0.0,hydrogen-ready
21974,on,2025,legislated,low,ref,high,ref,yes,high,0.0,hydrogen-ready
22023,on,2025,legislated,high,ref,high,ref,yes,high,0.0,hydrogen-ready
22072,on,2025,legislated,ref,low,ref,ref,no,high,0.0,hydrogen-ready
22121,on,2025,legislated,low,low,ref,ref,no,high,0.0,hydrogen-ready
22170,on,2025,legislated,high,ref,ref,ref,no,high,0.0,hydrogen-ready
22219,on,2025,legislated,high,low,ref,ref,no,high,0.0,hydrogen-ready
22268,on,2025,legislated,ref,low,low,ref,no,high,0.0,hydrogen-ready
22317,on,2025,legislated,low,low,low,ref,no,high,0.0,hydrogen-ready
22366,on,2025,legislated,high,low,low,ref,no,high,0.0,hydrogen-ready
22415,on,2025,legislated,ref,low,high,ref,no,high,0.0,hydrogen-ready
22464,on,2025,legislated,low,low,high,ref,no,high,0.0,hydrogen-ready
22513,on,2025,legislated,high,low,high,ref,no,high,0.0,hydrogen-ready
22562,on,2025,legislated,ref,low,ref,ref,yes,high,0.0,hydrogen-ready
22611,on,2025,legislated,low,low,ref,ref,yes,high,0.0,hydrogen-ready
22660,on,2025,legislated,high,low,ref,ref,yes,high,0.0,hydrogen-ready
22709,on,2025,legislated,ref,ref,low,ref,no,high,0.0,hydrogen-ready
22758,on,2025,legislated,ref,low,low,ref,yes,high,0.0,hydrogen-ready
22807,on,2025,legislated,low,low,low,ref,yes,high,0.0,hydrogen-ready
22856,on,2025,legislated,high,low,low,ref,yes,high,0.0,hydrogen-ready
22905,on,2025,legislated,ref,low,high,ref,yes,high,0.0,hydrogen-ready
22954,on,2025,legislated,low,low,high,ref,yes,high,0.0,hydrogen-ready
23003,on,2025,legislated,high,low,high,ref,yes,high,0.0,hydrogen-ready
23052,on,2025,legislated,ref,high,ref,ref,no,high,0.0,hydrogen-ready
23101,on,2025,legislated,low,high,ref,ref,no,high,0.0,hydrogen-ready
23150,on,2025,legislated,high,high,ref,ref,no,high,0.0,hydrogen-ready
23199,on,2025,legislated,ref,high,low,ref,no,high,0.0,hydrogen-ready
23248,on,2025,legislated,low,ref,low,ref,no,high,0.0,hydrogen-ready
23297,on,2025,legislated,low,high,low,ref,no,high,0.0,hydrogen-ready
23346,on,2025,legislated,high,high,low,ref,no,high,0.0,hydrogen-ready
23395,on,2025,legislated,ref,high,high,ref,no,high,0.0,hydrogen-ready
23444,on,2025,legislated,low,high,high,ref,no,high,0.0,hydrogen-ready
23493,on,2025,legislated,high,high,high,ref,no,high,0.0,hydrogen-ready
23542,on,2025,legislated,ref,high,ref,ref,yes,high,0.0,hydrogen-ready
23591,on,2025,legislated,low,high,ref,ref,yes,high,0.0,hydrogen-ready
23640,on,2025,legislated,high,high,ref,ref,yes,high,0.0,hydrogen-ready
23689,on,2025,legislated,ref,high,low,ref,yes,high,0.0,hydrogen-ready
23738,on,2025,legislated,low,high,low,ref,yes,high,0.0,hydrogen-ready
23787,on,2025,legislated,high,ref,low,ref,no,high,0.0,hydrogen-ready
23836,on,2025,legislated,high,high,low,ref,yes,high,0.0,hydrogen-ready
23885,on,2025,legislated,ref,high,high,ref,yes,high,0.0,hydrogen-ready
23934,on,2025,legislated,low,high,high,ref,yes,high,0.0,hydrogen-ready
23983,on,2025,legislated,high,high,high,ref,yes,high,0.0,hydrogen-ready
24032,on,2025,legislated,ref,ref,ref,low,no,high,0.0,hydrogen-ready
24081,on,2025,legislated,low,ref,ref,low,no,high,0.0,hydrogen-ready
24130,on,2025,legislated,high,ref,ref,low,no,high,0.0,hydrogen-ready
24179,on,2025,legislated,ref,ref,low,low,no,high,0.0,hydrogen-ready
24228,on,2025,legislated,low,ref,low,low,no,high,0.0,hydrogen-ready
24277,on,2025,legislated,high,ref,low,low,no,high,0.0,hydrogen-ready
24326,on,2025,legislated,ref,ref,high,ref,no,high,0.0,hydrogen-ready
24375,on,2025,legislated,ref,ref,high,low,no,high,0.0,hydrogen-ready
24424,on,2025,legislated,low,ref,high,low,no,high,0.0,hydrogen-ready
24473,on,2025,legislated,high,ref,high,low,no,high,0.0,hydrogen-ready
24522,on,2025,legislated,ref,ref,ref,low,yes,high,0.0,hydrogen-ready
24571,on,2025,legislated,low,ref,ref,low,yes,high,0.0,hydrogen-ready
24620,on,2025,legislated,high,ref,ref,low,yes,high,0.0,hydrogen-ready
24669,on,2025,legislated,ref,ref,low,low,yes,high,0.0,hydrogen-ready
24718,on,2025,legislated,low,ref,low,low,yes,high,0.0,hydrogen-ready
24767,on,2025,legislated,high,ref,low,low,yes,high,0.0,hydrogen-ready
24816,on,2025,legislated,ref,ref,high,low,yes,high,0.0,hydrogen-ready
24865,on,2025,legislated,low,ref,high,ref,no,high,0.0,hydrogen-ready
24914,on,2025,legislated,low,ref,high,low,yes,high,0.0,hydrogen-ready
24963,on,2025,legislated,high,ref,high,low,yes,high,0.0,hydrogen-ready
25012,on,2025,legislated,ref,low,ref,low,no,high,0.0,hydrogen-ready
25061,on,2025,legislated,low,low,ref,low,no,high,0.0,hydrogen-ready
25110,on,2025,legislated,high,low,ref,low,no,high,0.0,hydrogen-ready
25159,on,2025,legislated,ref,low,low,low,no,high,0.0,hydrogen-ready
25208,on,2025,legislated,low,low,low,low,no,high,0.0,hydrogen-ready
25257,on,2025,legislated,high,low,low,low,no,high,0.0,hydrogen-ready
25306,on,2025,legislated,ref,low,high,low,no,high,0.0,hydrogen-ready
25355,on,2025,legislated,low,low,high,low,no,high,0.0,hydrogen-ready
25404,on,2025,legislated,high,ref,high,ref,no,high,0.0,hydrogen-ready
25453,on,2025,legislated,high,low,high,low,no,high,0.0,hydrogen-ready
25502,on,2025,legislated,ref,low,ref,low,yes,high,0.0,hydrogen-ready
25551,on,2025,legislated,low,low,ref,low,yes,high,0.0,hydrogen-ready
25600,on,2025,legislated,high,low,ref,low,yes,high,0.0,hydrogen-ready
25649,on,2025,legislated,ref,low,low,low,yes,high,0.0,hydrogen-ready
25698,on,2025,legislated,low,low,low,low,yes,high,0.0,hydrogen-ready
25747,on,2025,legislated,high,low,low,low,yes,high,0.0,hydrogen-ready
25796,on,2025,legislated,ref,low,high,low,yes,high,0.0,hydrogen-ready
25845,on,2025,legislated,low,low,high,low,yes,high,0.0,hydrogen-ready
25894,on,2025,legislated,high,low,high,low,yes,high,0.0,hydrogen-ready
25943,on,2025,legislated,ref,ref,ref,ref,yes,high,0.0,hydrogen-ready
25992,on,2025,legislated,ref,high,ref,low,no,high,0.0,hydrogen-ready
26041,on,2025,legislated,low,high,ref,low,no,high,0.0,hydrogen-ready
26090,on,2025,legislated,high,high,ref,low,no,high,0.0,hydrogen-ready
26139,on,2025,legislated,ref,high,low,low,no,high,0.0,hydrogen-ready
26188,on,2025,legislated,low,high,low,low,no,high,0.0,hydrogen-ready
26237,on,2025,legislated,high,high,low,low,no,high,0.0,hydrogen-ready
26286,on,2025,legislated,ref,high,high,low,no,high,0.0,hydrogen-ready
26335,on,2025,legislated,low,high,high,low,no,high,0.0,hydrogen-ready
26384,on,2025,legislated,high,high,high,low,no,high,0.0,hydrogen-ready
26433,on,2025,legislated,ref,high,ref,low,yes,high,0.0,hydrogen-ready
63526,on,2025,netzero,ref,ref,ref,ref,no,high,0.0,hydrogen-ready
63575,on,2025,netzero,low,ref,ref,ref,no,high,0.0,hydrogen-ready
63624,on,2025,netzero,low,ref,ref,ref,yes,high,0.0,hydrogen-ready
63673,on,2025,netzero,low,high,ref,low,yes,high,0.0,hydrogen-ready
63722,on,2025,netzero,high,high,ref,low,yes,high,0.0,hydrogen-ready
63771,on,2025,netzero,ref,high,low,low,yes,high,0.0,hydrogen-ready
63820,on,2025,netzero,low,high,low,low,yes,high,0.0,hydrogen-ready
63869,on,2025,netzero,high,high,low,low,yes,high,0.0,hydrogen-ready
63918,on,2025,netzero,ref,high,high,low,yes,high,0.0,hydrogen-ready
63967,on,2025,netzero,low,high,high,low,yes,high,0.0,hydrogen-ready
64016,on,2025,netzero,high,high,high,low,yes,high,0.0,hydrogen-ready
64065,on,2025,netzero,high,ref,ref,ref,yes,high,0.0,hydrogen-ready
64114,on,2025,netzero,ref,ref,low,ref,yes,high,0.0,hydrogen-ready
64163,on,2025,netzero,low,ref,low,ref,yes,high,0.0,hydrogen-ready
64212,on,2025,netzero,high,ref,low,ref,yes,high,0.0,hydrogen-ready
64261,on,2025,netzero,ref,ref,high,ref,yes,high,0.0,hydrogen-ready
64310,on,2025,netzero,low,ref,high,ref,yes,high,0.0,hydrogen-ready
64359,on,2025,netzero,high,ref,high,ref,yes,high,0.0,hydrogen-ready
64408,on,2025,netzero,ref,low,ref,ref,no,high,0.0,hydrogen-ready
64457,on,2025,netzero,low,low,ref,ref,no,high,0.0,hydrogen-ready
64506,on,2025,netzero,high,ref,ref,ref,no,high,0.0,hydrogen-ready
64555,on,2025,netzero,high,low,ref,ref,no,high,0.0,hydrogen-ready
64604,on,2025,netzero,ref,low,low,ref,no,high,0.0,hydrogen-ready
64653,on,2025,netzero,low,low,low,ref,no,high,0.0,hydrogen-ready
64702,on,2025,netzero,high,low,low,ref,no,high,0.0,hydrogen-ready
64751,on,2025,netzero,ref,low,high,ref,no,high,0.0,hydrogen-ready
64800,on,2025,netzero,low,low,high,ref,no,high,0.0,hydrogen-ready
64849,on,2025,netzero,high,low,high,ref,no,high,0.0,hydrogen-ready
64898,on,2025,netzero,ref,low,ref,ref,yes,high,0.0,hydrogen-ready
64947,on,2025,netzero,low,low,ref,ref,yes,high,0.0,hydrogen-ready
64996,on,2025,netzero,high,low,ref,ref,yes,high,0.0,hydrogen-ready
65045,on,2025,netzero,ref,ref,low,ref,no,high,0.0,hydrogen-ready
65094,on,2025,netzero,ref,low,low,ref,yes,high,0.0,hydrogen-ready
65143,on,2025,netzero,low,low,low,ref,yes,high,0.0,hydrogen-ready
65192,on,2025,netzero,high,low,low,ref,yes,high,0.0,hydrogen-ready
65241,on,2025,netzero,ref,low,high,ref,yes,high,0.0,hydrogen-ready
65290,on,2025,netzero,low,low,high,ref,yes,high,0.0,hydrogen-ready
65339,on,2025,netzero,high,low,high,ref,yes,high,0.0,hydrogen-ready
65388,on,2025,netzero,ref,high,ref,ref,no,high,0.0,hydrogen-ready
65437,on,2025,netzero,low,high,ref,ref,no,high,0.0,hydrogen-ready
65486,on,2025,netzero,high,high,ref,ref,no,high,0.0,hydrogen-ready
65535,on,2025,netzero,ref,high,low,ref,no,high,0.0,hydrogen-ready
65584,on,2025,netzero,low,ref,low,ref,no,high,0.0,hydrogen-ready
65633,on,2025,netzero,low,high,low,ref,no,high,0.0,hydrogen-ready
65682,on,2025,netzero,high,high,low,ref,no,high,0.0,hydrogen-ready
65731,on,2025,netzero,ref,high,high,ref,no,high,0.0,hydrogen-ready
65780,on,2025,netzero,low,high,high,ref,no,high,0.0,hydrogen-ready
65829,on,2025,netzero,high,high,high,ref,no,high,0.0,hydrogen-ready
65878,on,2025,netzero,ref,high,ref,ref,yes,high,0.0,hydrogen-ready
65927,on,2025,netzero,low,high,ref,ref,yes,high,0.0,hydrogen-ready
65976,on,2025,netzero,high,high,ref,ref,yes,high,0.0,hydrogen-ready
66025,on,2025,netzero,ref,high,low,ref,yes,high,0.0,hydrogen-ready
66074,on,2025,netzero,low,high,low,ref,yes,high,0.0,hydrogen-ready
66123,on,2025,netzero,high,ref,low,ref,no,high,0.0,hydrogen-ready
66172,on,2025,netzero,high,high,low,ref,yes,high,0.0,hydrogen-ready
66221,on,2025,netzero,ref,high,high,ref,yes,high,0.0,hydrogen-ready
66270,on,2025,netzero,low,high,high,ref,yes,high,0.0,hydrogen-ready
66319,on,2025,netzero,high,high,high,ref,yes,high,0.0,hydrogen-ready
66368,on,2025,netzero,ref,ref,ref,low,no,high,0.0,hydrogen-ready
66417,on,2025,netzero,low,ref,ref,low,no,high,0.0,hydrogen-ready
66466,on,2025,netzero,high,ref,ref,low,no,high,0.0,hydrogen-ready
66515,on,2025,netzero,ref,ref,low,low,no,high,0.0,hydrogen-ready
66564,on,2025,netzero,low,ref,low,low,no,high,0.0,hydrogen-ready
66613,on,2025,netzero,high,ref,low,low,no,high,0.0,hydrogen-ready
66662,on,2025,netzero,ref,ref,high,ref,no,high,0.0,hydrogen-ready
66711,on,2025,netzero,ref,ref,high,low,no,high,0.0,hydrogen-ready
66760,on,2025,netzero,low,ref,high,low,no,high,0.0,hydrogen-ready
66809,on,2025,netzero,high,ref,high,low,no,high,0.0,hydrogen-ready
66858,on,2025,netzero,ref,ref,ref,low,yes,high,0.0,hydrogen-ready
66907,on,2025,netzero,low,ref,ref,low,yes,high,0.0,hydrogen-ready
66956,on,2025,netzero,high,ref,ref,low,yes,high,0.0,hydrogen-ready
67005,on,2025,netzero,ref,ref,low,low,yes,high,0.0,hydrogen-ready
67054,on,2025,netzero,low,ref,low,low,yes,high,0.0,hydrogen-ready
67103,on,2025,netzero,high,ref,low,low,yes,high,0.0,hydrogen-ready
67152,on,2025,netzero,ref,ref,high,low,yes,high,0.0,hydrogen-ready
67201,on,2025,netzero,low,ref,high,ref,no,high,0.0,hydrogen-ready
67250,on,2025,netzero,low,ref,high,low,yes,high,0.0,hydrogen-ready
67299,on,2025,netzero,high,ref,high,low,yes,high,0.0,hydrogen-ready
67348,on,2025,netzero,ref,low,ref,low,no,high,0.0,hydrogen-ready
67397,on,2025,netzero,low,low,ref,low,no,high,0.0,hydrogen-ready
67446,on,2025,netzero,high,low,ref,low,no,high,0.0,hydrogen-ready
67495,on,2025,netzero,ref,low,low,low,no,high,0.0,hydrogen-ready
67544,on,2025,netzero,low,low,low,low,no,high,0.0,hydrogen-ready
67593,on,2025,netzero,high,low,low,low,no,high,0.0,hydrogen-ready
67642,on,2025,netzero,ref,low,high,low,no,high,0.0,hydrogen-ready
67691,on,2025,netzero,low,low,high,low,no,high,0.0,hydrogen-ready
67740,on,2025,netzero,high,ref,high,ref,no,high,0.0,hydrogen-ready
67789,on,2025,netzero,high,low,high,low,no,high,0.0,hydrogen-ready
67838,on,2025,netzero,ref,low,ref,low,yes,high,0.0,hydrogen-ready
67887,on,2025,netzero,low,low,ref,low,yes,high,0.0,hydrogen-ready
67936,on,2025,netzero,high,low,ref,low,yes,high,0.0,hydrogen-ready
67985,on,2025,netzero,ref,low,low,low,yes,high,0.0,hydrogen-ready
68034,on,2025,netzero,low,low,low,low,yes,high,0.0,hydrogen-ready
68083,on,2025,netzero,high,low,low,low,yes,high,0.0,hydrogen-ready
68132,on,2025,netzero,ref,low,high,low,yes,high,0.0,hydrogen-ready
68181,on,2025,netzero,low,low,high,low,yes,high,0.0,hydrogen-ready
68230,on,2025,netzero,high,low,high,low,yes,high,0.0,hydrogen-ready
68279,on,2025,netzero,ref,ref,ref,ref,yes,high,0.0,hydrogen-ready
68328,on,2025,netzero,ref,high,ref,low,no,high,0.0,hydrogen-ready
68377,on,2025,netzero,low,high,ref,low,no,high,0.0,hydrogen-ready
68426,on,2025,netzero,high,high,ref,low,no,high,0.0,hydrogen-ready
68475,on,2025,netzero,ref,high,low,low,no,high,0.0,hydrogen-ready
68524,on,2025,netzero,low,high,low,low,no,high,0.0,hydrogen-ready
68573,on,2025,netzero,high,high,low,low,no,high,0.0,hydrogen-ready
68622,on,2025,netzero,ref,high,high,low,no,high,0.0,hydrogen-ready
68671,on,2025,netzero,low,high,high,low,no,high,0.0,hydrogen-ready
68720,on,2025,netzero,high,high,high,low,no,high,0.0,hydrogen-ready
68769,on,2025,netzero,ref,high,ref,low,yes,high,0.0,hydrogen-ready
105862,on,2025,netzero,ref,ref,ref,ref,no,low,0.0,hydrogen-ready
105911,on,2025,netzero,low,ref,ref,ref,no,low,0.0,hydrogen-ready
105960,on,2025,netzero,low,ref,ref,ref,yes,low,0.0,hydrogen-ready
106009,on,2025,netzero,low,high,ref,low,yes,low,0.0,hydrogen-ready
106058,on,2025,netzero,high,high,ref,low,yes,low,0.0,hydrogen-ready
106107,on,2025,netzero,ref,high,low,low,yes,low,0.0,hydrogen-ready
106156,on,2025,netzero,low,high,low,low,yes,low,0.0,hydrogen-ready
106205,on,2025,netzero,high,high,low,low,yes,low,0.0,hydrogen-ready
106254,on,2025,netzero,ref,high,high,low,yes,low,0.0,hydrogen-ready
106303,on,2025,netzero,low,high,high,low,yes,low,0.0,hydrogen-ready
106352,on,2025,netzero,high,high,high,low,yes,low,0.0,hydrogen-ready
106401,on,2025,netzero,high,ref,ref,ref,yes,low,0.0,hydrogen-ready
106450,on,2025,netzero,ref,ref,low,ref,yes,low,0.0,hydrogen-ready
106499,on,2025,netzero,low,ref,low,ref,yes,low,0.0,hydrogen-ready
106548,on,2025,netzero,high,ref,low,ref,yes,low,0.0,hydrogen-ready
