id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,sector
28248,on,2025,legislated,ref,high,ref,ref,no,high,0.0,residential buildings
28308,on,2025,legislated,low,high,ref,ref,no,high,0.0,residential buildings
28368,on,2025,legislated,high,high,ref,ref,no,high,0.0,residential buildings
28428,on,2025,legislated,ref,high,low,ref,no,high,0.0,residential buildings
28488,on,2025,legislated,low,ref,low,ref,no,high,0.0,residential buildings
28548,on,2025,legislated,low,high,low,ref,no,high,0.0,residential buildings
28608,on,2025,legislated,high,high,low,ref,no,high,0.0,residential buildings
28668,on,2025,legislated,ref,high,high,ref,no,high,0.0,residential buildings
28728,on,2025,legislated,low,high,high,ref,no,high,0.0,residential buildings
28788,on,2025,legislated,high,high,high,ref,no,high,0.0,residential buildings
28848,on,2025,legislated,ref,high,ref,ref,yes,high,0.0,residential buildings
28908,on,2025,legislated,low,high,ref,ref,yes,high,0.0,residential buildings
28968,on,2025,legislated,high,high,ref,ref,yes,high,0.0,residential buildings
29028,on,2025,legislated,ref,high,low,ref,yes,high,0.0,residential buildings
29088,on,2025,legislated,low,high,low,ref,yes,high,0.0,residential buildings
29148,on,2025,legislated,high,ref,low,ref,no,high,0.0,residential buildings
29208,on,2025,legislated,high,high,low,ref,yes,high,0.0,residential buildings
29268,on,2025,legislated,ref,high,high,ref,yes,high,0.0,residential buildings
29328,on,2025,legislated,low,high,high,ref,yes,high,0.0,residential buildings
29388,on,2025,legislated,high,high,high,ref,yes,high,0.0,residential buildings
29448,on,2025,legislated,ref,ref,ref,low,no,high,0.0,residential buildings
29508,on,2025,legislated,low,ref,ref,low,no,high,0.0,residential buildings
29568,on,2025,legislated,high,ref,ref,low,no,high,0.0,residential buildings
29628,on,2025,legislated,ref,ref,low,low,no,high,0.0,residential buildings
29688,on,2025,legislated,low,ref,low,low,no,high,0.0,residential buildings
29748,on,2025,legislated,high,ref,low,low,no,high,0.0,residential buildings
29808,on,2025,legislated,ref,ref,high,ref,no,high,0.0,residential buildings
29868,on,2025,legislated,ref,ref,high,low,no,high,0.0,residential buildings
29928,on,2025,legislated,low,ref,high,low,no,high,0.0,residential buildings
29988,on,2025,legislated,high,ref,high,low,no,high,0.0,residential buildings
30048,on,2025,legislated,ref,ref,ref,low,yes,high,0.0,residential buildings
30108,on,2025,legislated,low,ref,ref,low,yes,high,0.0,residential buildings
30168,on,2025,legislated,high,ref,ref,low,yes,high,0.0,residential buildings
30228,on,2025,legislated,ref,ref,low,low,yes,high,0.0,residential buildings
30288,on,2025,legislated,low,ref,low,low,yes,high,0.0,residential buildings
30348,on,2025,legislated,high,ref,low,low,yes,high,0.0,residential buildings
30408,on,2025,legislated,ref,ref,high,low,yes,high,0.0,residential buildings
30468,on,2025,legislated,low,ref,high,ref,no,high,0.0,residential buildings
30528,on,2025,legislated,low,ref,high,low,yes,high,0.0,residential buildings
30588,on,2025,legislated,high,ref,high,low,yes,high,0.0,residential buildings
30648,on,2025,legislated,ref,low,ref,low,no,high,0.0,residential buildings
30708,on,2025,legislated,low,low,ref,low,no,high,0.0,residential buildings
30768,on,2025,legislated,high,low,ref,low,no,high,0.0,residential buildings
30828,on,2025,legislated,ref,low,low,low,no,high,0.0,residential buildings
30888,on,2025,legislated,low,low,low,low,no,high,0.0,residential buildings
30948,on,2025,legislated,high,low,low,low,no,high,0.0,residential buildings
31008,on,2025,legislated,ref,low,high,low,no,high,0.0,residential buildings
31068,on,2025,legislated,low,low,high,low,no,high,0.0,residential buildings
31128,on,2025,legislated,high,ref,high,ref,no,high,0.0,residential buildings
31188,on,2025,legislated,high,low,high,low,no,high,0.0,residential buildings
31248,on,2025,legislated,ref,low,ref,low,yes,high,0.0,residential buildings
31308,on,2025,legislated,low,low,ref,low,yes,high,0.0,residential buildings
31368,on,2025,legislated,high,low,ref,low,yes,high,0.0,residential buildings
31428,on,2025,legislated,ref,low,low,low,yes,high,0.0,residential buildings
31488,on,2025,legislated,low,low,low,low,yes,high,0.0,residential buildings
31548,on,2025,legislated,high,low,low,low,yes,high,0.0,residential buildings
31608,on,2025,legislated,ref,low,high,low,yes,high,0.0,residential buildings
31668,on,2025,legislated,low,low,high,low,yes,high,0.0,residential buildings
31728,on,2025,legislated,high,low,high,low,yes,high,0.0,residential buildings
31788,on,2025,legislated,ref,ref,ref,ref,yes,high,0.0,residential buildings
31848,on,2025,legislated,ref,high,ref,low,no,high,0.0,residential buildings
31908,on,2025,legislated,low,high,ref,low,no,high,0.0,residential buildings
31968,on,2025,legislated,high,high,ref,low,no,high,0.0,residential buildings
32028,on,2025,legislated,ref,high,low,low,no,high,0.0,residential buildings
32088,on,2025,legislated,low,high,low,low,no,high,0.0,residential buildings
32148,on,2025,legislated,high,high,low,low,no,high,0.0,residential buildings
32208,on,2025,legislated,ref,high,high,low,no,high,0.0,residential buildings
32268,on,2025,legislated,low,high,high,low,no,high,0.0,residential buildings
32328,on,2025,legislated,high,high,high,low,no,high,0.0,residential buildings
32388,on,2025,legislated,ref,high,ref,low,yes,high,0.0,residential buildings
77808,on,2025,netzero,ref,ref,ref,ref,no,high,0.0,residential buildings
77868,on,2025,netzero,low,ref,ref,ref,no,high,0.0,residential buildings
77928,on,2025,netzero,low,ref,ref,ref,yes,high,0.0,residential buildings
77988,on,2025,netzero,low,high,ref,low,yes,high,0.0,residential buildings
