id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value
3025,on,2025,legislated,ref,ref,ref,ref,no,high,58.10683891
3032,on,2025,legislated,low,ref,ref,ref,no,high,58.33475528
3039,on,2025,legislated,low,ref,ref,ref,yes,high,58.33475528
3046,on,2025,legislated,low,high,ref,low,yes,high,58.56924697
3053,on,2025,legislated,high,high,ref,low,yes,high,57.82534317
3060,on,2025,legislated,ref,high,low,low,yes,high,58.36817624
3067,on,2025,legislated,low,high,low,low,yes,high,58.56903735
3074,on,2025,legislated,high,high,low,low,yes,high,57.82408842
3081,on,2025,legislated,ref,high,high,low,yes,high,58.3685223
3088,on,2025,legislated,low,high,high,low,yes,high,58.56931238
3095,on,2025,legislated,high,high,high,low,yes,high,57.82443927
3102,on,2025,legislated,high,ref,ref,ref,yes,high,58.2646834
3109,on,2025,legislated,ref,ref,low,ref,yes,high,58.10666062
3116,on,2025,legislated,low,ref,low,ref,yes,high,58.33468247
3123,on,2025,legislated,high,ref,low,ref,yes,high,58.26466458
3130,on,2025,legislated,ref,ref,high,ref,yes,high,58.10683873
3137,on,2025,legislated,low,ref,high,ref,yes,high,58.33485968
3144,on,2025,legislated,high,ref,high,ref,yes,high,58.2645842
3151,on,2025,legislated,ref,low,ref,ref,no,high,58.10645944
3158,on,2025,legislated,low,low,ref,ref,no,high,58.33411502
3165,on,2025,legislated,high,ref,ref,ref,no,high,58.2646834
3172,on,2025,legislated,high,low,ref,ref,no,high,58.26549717
3179,on,2025,legislated,ref,low,low,ref,no,high,58.10617834
3186,on,2025,legislated,low,low,low,ref,no,high,58.33421747
3193,on,2025,legislated,high,low,low,ref,no,high,58.26503576
3200,on,2025,legislated,ref,low,high,ref,no,high,58.10678334
3207,on,2025,legislated,low,low,high,ref,no,high,58.33447766
3214,on,2025,legislated,high,low,high,ref,no,high,58.26504542
3221,on,2025,legislated,ref,low,ref,ref,yes,high,58.10645944
3228,on,2025,legislated,low,low,ref,ref,yes,high,58.33411502
3235,on,2025,legislated,high,low,ref,ref,yes,high,58.26549717
3242,on,2025,legislated,ref,ref,low,ref,no,high,58.10666062
3249,on,2025,legislated,ref,low,low,ref,yes,high,58.10617834
3256,on,2025,legislated,low,low,low,ref,yes,high,58.33421747
3263,on,2025,legislated,high,low,low,ref,yes,high,58.26503576
3270,on,2025,legislated,ref,low,high,ref,yes,high,58.10678334
3277,on,2025,legislated,low,low,high,ref,yes,high,58.33447766
3284,on,2025,legislated,high,low,high,ref,yes,high,58.26504542
3291,on,2025,legislated,ref,high,ref,ref,no,high,58.12235328
3298,on,2025,legislated,low,high,ref,ref,no,high,58.34854892
3305,on,2025,legislated,high,high,ref,ref,no,high,58.27746776
3312,on,2025,legislated,ref,high,low,ref,no,high,58.1220909
3319,on,2025,legislated,low,ref,low,ref,no,high,58.33468247
3326,on,2025,legislated,low,high,low,ref,no,high,58.3483332
3333,on,2025,legislated,high,high,low,ref,no,high,58.27719209
3340,on,2025,legislated,ref,high,high,ref,no,high,58.1224792
3347,on,2025,legislated,low,high,high,ref,no,high,58.34844152
3354,on,2025,legislated,high,high,high,ref,no,high,58.27743618
3361,on,2025,legislated,ref,high,ref,ref,yes,high,58.12235328
3368,on,2025,legislated,low,high,ref,ref,yes,high,58.34854892
3375,on,2025,legislated,high,high,ref,ref,yes,high,58.27746776
