id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,sector
13574,on,2025,legislated,low,high,low,ref,yes,high,807.3060888,transport
13602,on,2025,legislated,high,ref,low,ref,no,high,413.419212,transport
13630,on,2025,legislated,high,high,low,ref,yes,high,413.1913315,transport
13658,on,2025,legislated,ref,high,high,ref,yes,high,585.8931705,transport
13686,on,2025,legislated,low,high,high,ref,yes,high,807.3401879,transport
13714,on,2025,legislated,high,high,high,ref,yes,high,413.2055272,transport
13742,on,2025,legislated,ref,ref,ref,low,no,high,545.1608107,transport
13770,on,2025,legislated,low,ref,ref,low,no,high,743.5458929,transport
13798,on,2025,legislated,high,ref,ref,low,no,high,393.9778864,transport
13826,on,2025,legislated,ref,ref,low,low,no,high,545.1456495,transport
13854,on,2025,legislated,low,ref,low,low,no,high,743.5220901,transport
13882,on,2025,legislated,high,ref,low,low,no,high,393.9682356,transport
13910,on,2025,legislated,ref,ref,high,ref,no,high,586.5317886,transport
13938,on,2025,legislated,ref,ref,high,low,no,high,545.1626868,transport
13966,on,2025,legislated,low,ref,high,low,no,high,743.5518127,transport
13994,on,2025,legislated,high,ref,high,low,no,high,393.9785694,transport
14022,on,2025,legislated,ref,ref,ref,low,yes,high,545.1608107,transport
14050,on,2025,legislated,low,ref,ref,low,yes,high,743.5458929,transport
