id,region,year,policy,swb,ccs,hyd,oil,dac,lul,value,type
102760,on,2020,netzero,ref,high,ref,ref,no,high,14.18564616,low carbon electricity
102837,on,2020,netzero,low,high,ref,ref,no,high,14.18670872,low carbon electricity
102914,on,2020,netzero,high,high,ref,ref,no,high,14.18621321,low carbon electricity
102991,on,2020,netzero,ref,high,low,ref,no,high,14.18564616,low carbon electricity
103068,on,2020,netzero,low,ref,low,ref,no,high,14.18702504,low carbon electricity
103145,on,2020,netzero,low,high,low,ref,no,high,14.18670872,low carbon electricity
103222,on,2020,netzero,high,high,low,ref,no,high,14.18621321,low carbon electricity
103299,on,2020,netzero,ref,high,high,ref,no,high,14.18564616,low carbon electricity
103376,on,2020,netzero,low,high,high,ref,no,high,14.18670872,low carbon electricity
103453,on,2020,netzero,high,high,high,ref,no,high,14.18621321,low carbon electricity
103530,on,2020,netzero,ref,high,ref,ref,yes,high,14.18564616,low carbon electricity
103607,on,2020,netzero,low,high,ref,ref,yes,high,14.18670872,low carbon electricity
103684,on,2020,netzero,high,high,ref,ref,yes,high,14.18621321,low carbon electricity
103761,on,2020,netzero,ref,high,low,ref,yes,high,14.18564616,low carbon electricity
103838,on,2020,netzero,low,high,low,ref,yes,high,14.18670872,low carbon electricity
103915,on,2020,netzero,high,ref,low,ref,no,high,14.18637967,low carbon electricity
103992,on,2020,netzero,high,high,low,ref,yes,high,14.18621321,low carbon electricity
104069,on,2020,netzero,ref,high,high,ref,yes,high,14.18564616,low carbon electricity
104146,on,2020,netzero,low,high,high,ref,yes,high,14.18670872,low carbon electricity
104223,on,2020,netzero,high,high,high,ref,yes,high,14.18621321,low carbon electricity
104300,on,2020,netzero,ref,ref,ref,low,no,high,14.18575579,low carbon electricity
104377,on,2020,netzero,low,ref,ref,low,no,high,14.18702504,low carbon electricity
104454,on,2020,netzero,high,ref,ref,low,no,high,14.18637967,low carbon electricity
104531,on,2020,netzero,ref,ref,low,low,no,high,14.18575579,low carbon electricity
104608,on,2020,netzero,low,ref,low,low,no,high,14.18702504,low carbon electricity
104685,on,2020,netzero,high,ref,low,low,no,high,14.18637967,low carbon electricity
104762,on,2020,netzero,ref,ref,high,ref,no,high,14.18575579,low carbon electricity
104839,on,2020,netzero,ref,ref,high,low,no,high,14.18575579,low carbon electricity
104916,on,2020,netzero,low,ref,high,low,no,high,14.18702504,low carbon electricity
104993,on,2020,netzero,high,ref,high,low,no,high,14.18637967,low carbon electricity
105070,on,2020,netzero,ref,ref,ref,low,yes,high,14.18575579,low carbon electricity
105147,on,2020,netzero,low,ref,ref,low,yes,high,14.18702504,low carbon electricity
105224,on,2020,netzero,high,ref,ref,low,yes,high,14.18637967,low carbon electricity
105301,on,2020,netzero,ref,ref,low,low,yes,high,14.18575579,low carbon electricity
105378,on,2020,netzero,low,ref,low,low,yes,high,14.18702504,low carbon electricity
105455,on,2020,netzero,high,ref,low,low,yes,high,14.18637967,low carbon electricity
105532,on,2020,netzero,ref,ref,high,low,yes,high,14.18575579,low carbon electricity
105609,on,2020,netzero,low,ref,high,ref,no,high,14.18702504,low carbon electricity
105686,on,2020,netzero,low,ref,high,low,yes,high,14.18702504,low carbon electricity
105763,on,2020,netzero,high,ref,high,low,yes,high,14.18637967,low carbon electricity
105840,on,2020,netzero,ref,low,ref,low,no,high,14.18707545,low carbon electricity
105917,on,2020,netzero,low,low,ref,low,no,high,14.18617561,low carbon electricity
105994,on,2020,netzero,high,low,ref,low,no,high,14.18665948,low carbon electricity
106071,on,2020,netzero,ref,low,low,low,no,high,14.18707545,low carbon electricity
106148,on,2020,netzero,low,low,low,low,no,high,14.18617561,low carbon electricity
106225,on,2020,netzero,high,low,low,low,no,high,14.18665948,low carbon electricity
106302,on,2020,netzero,ref,low,high,low,no,high,14.18707545,low carbon electricity
106379,on,2020,netzero,low,low,high,low,no,high,14.18617561,low carbon electricity
106456,on,2020,netzero,high,ref,high,ref,no,high,14.18637967,low carbon electricity
106533,on,2020,netzero,high,low,high,low,no,high,14.18665948,low carbon electricity
106610,on,2020,netzero,ref,low,ref,low,yes,high,14.18707545,low carbon electricity
106687,on,2020,netzero,low,low,ref,low,yes,high,14.18617561,low carbon electricity
106764,on,2020,netzero,high,low,ref,low,yes,high,14.18665948,low carbon electricity
106841,on,2020,netzero,ref,low,low,low,yes,high,14.18707545,low carbon electricity
106918,on,2020,netzero,low,low,low,low,yes,high,14.18617561,low carbon electricity
106995,on,2020,netzero,high,low,low,low,yes,high,14.18665948,low carbon electricity
107072,on,2020,netzero,ref,low,high,low,yes,high,14.18707545,low carbon electricity
107149,on,2020,netzero,low,low,high,low,yes,high,14.18617561,low carbon electricity
107226,on,2020,netzero,high,low,high,low,yes,high,14.18665948,low carbon electricity
107303,on,2020,netzero,ref,ref,ref,ref,yes,high,14.18575579,low carbon electricity
107380,on,2020,netzero,ref,high,ref,low,no,high,14.18564616,low carbon electricity
107457,on,2020,netzero,low,high,ref,low,no,high,14.18670872,low carbon electricity
107534,on,2020,netzero,high,high,ref,low,no,high,14.18621321,low carbon electricity
107611,on,2020,netzero,ref,high,low,low,no,high,14.18564616,low carbon electricity
107688,on,2020,netzero,low,high,low,low,no,high,14.18670872,low carbon electricity
107765,on,2020,netzero,high,high,low,low,no,high,14.18621321,low carbon electricity
107842,on,2020,netzero,ref,high,high,low,no,high,14.18564616,low carbon electricity
107919,on,2020,netzero,low,high,high,low,no,high,14.18670872,low carbon electricity
107996,on,2020,netzero,high,high,high,low,no,high,14.18621321,low carbon electricity
108073,on,2020,netzero,ref,high,ref,low,yes,high,14.18564616,low carbon electricity
166362,on,2020,netzero,ref,ref,ref,ref,no,low,14.18586085,low carbon electricity
166439,on,2020,netzero,low,ref,ref,ref,no,low,14.18702504,low carbon electricity
166516,on,2020,netzero,low,ref,ref,ref,yes,low,14.18702504,low carbon electricity
166593,on,2020,netzero,low,high,ref,low,yes,low,14.18670872,low carbon electricity
166670,on,2020,netzero,high,high,ref,low,yes,low,14.18621321,low carbon electricity
166747,on,2020,netzero,ref,high,low,low,yes,low,14.18564616,low carbon electricity
166824,on,2020,netzero,low,high,low,low,yes,low,14.18670872,low carbon electricity
166901,on,2020,netzero,high,high,low,low,yes,low,14.18621321,low carbon electricity
166978,on,2020,netzero,ref,high,high,low,yes,low,14.18564616,low carbon electricity
167055,on,2020,netzero,low,high,high,low,yes,low,14.18670872,low carbon electricity
167132,on,2020,netzero,high,high,high,low,yes,low,14.18621321,low carbon electricity
167209,on,2020,netzero,high,ref,ref,ref,yes,low,14.18637967,low carbon electricity
167286,on,2020,netzero,ref,ref,low,ref,yes,low,14.18575579,low carbon electricity
167363,on,2020,netzero,low,ref,low,ref,yes,low,14.18702504,low carbon electricity
167440,on,2020,netzero,high,ref,low,ref,yes,low,14.18637967,low carbon electricity
167517,on,2020,netzero,ref,ref,high,ref,yes,low,14.18575579,low carbon electricity
167594,on,2020,netzero,low,ref,high,ref,yes,low,14.18702504,low carbon electricity
167671,on,2020,netzero,high,ref,high,ref,yes,low,14.18637967,low carbon electricity
167748,on,2020,netzero,ref,low,ref,ref,no,low,14.18707545,low carbon electricity
167825,on,2020,netzero,low,low,ref,ref,no,low,14.18617561,low carbon electricity
167902,on,2020,netzero,high,ref,ref,ref,no,low,14.18637967,low carbon electricity
167979,on,2020,netzero,high,low,ref,ref,no,low,14.18665948,low carbon electricity
168056,on,2020,netzero,ref,low,low,ref,no,low,14.18707545,low carbon electricity
168133,on,2020,netzero,low,low,low,ref,no,low,14.18617561,low carbon electricity
168210,on,2020,netzero,high,low,low,ref,no,low,14.18665948,low carbon electricity
168287,on,2020,netzero,ref,low,high,ref,no,low,14.18707545,low carbon electricity
168364,on,2020,netzero,low,low,high,ref,no,low,14.18617561,low carbon electricity
168441,on,2020,netzero,high,low,high,ref,no,low,14.18665948,low carbon electricity
168518,on,2020,netzero,ref,low,ref,ref,yes,low,14.18707545,low carbon electricity
168595,on,2020,netzero,low,low,ref,ref,yes,low,14.18617561,low carbon electricity
168672,on,2020,netzero,high,low,ref,ref,yes,low,14.18665948,low carbon electricity
168749,on,2020,netzero,ref,ref,low,ref,no,low,14.18575579,low carbon electricity
168826,on,2020,netzero,ref,low,low,ref,yes,low,14.18707545,low carbon electricity
168903,on,2020,netzero,low,low,low,ref,yes,low,14.18617561,low carbon electricity
168980,on,2020,netzero,high,low,low,ref,yes,low,14.18665948,low carbon electricity
169057,on,2020,netzero,ref,low,high,ref,yes,low,14.18707545,low carbon electricity
169134,on,2020,netzero,low,low,high,ref,yes,low,14.18617561,low carbon electricity
169211,on,2020,netzero,high,low,high,ref,yes,low,14.18665948,low carbon electricity
169288,on,2020,netzero,ref,high,ref,ref,no,low,14.18564616,low carbon electricity
