source_id,source_class,age,source_measure,survival_probability,source_unit,transformation,nrcan_ceud_class
nlr_atb_source_anchor,Pickup,21,survival_probability,0.3685181254414261,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,22,survival_probability,0.3362539493598259,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,23,survival_probability,0.306975746357352,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,24,survival_probability,0.2807629031904499,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,25,survival_probability,0.2573124063117901,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,26,survival_probability,0.2363897941985251,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,27,survival_probability,0.2179312734795539,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,28,survival_probability,0.2015392894341337,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,29,survival_probability,0.1871021635130222,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,30,survival_probability,0.1529906634943785,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,31,survival_probability,0.1250981959640521,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,32,survival_probability,0.1022909390417501,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,33,survival_probability,0.0836417833958995,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,34,survival_probability,0.0683926454794904,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,35,survival_probability,0.0559236516220978,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,36,survival_probability,0.0457279403190747,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,37,survival_probability,0.0373910584372246,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,38,survival_probability,0.030574113797834,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
nlr_atb_source_anchor,Pickup,39,survival_probability,0.0249999992937425,dimensionless,NHTSA source class retained at NLR ATB LDV class grain for MTO calibration,Light Truck
