VEHICLE_CLASS	MAKE	MODEL	MODEL-YEAR	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
PASSENGER	ACUR	TSX	2009	1329	392	121	63	110	7	0	16	2038
PASSENGER	ACUR	TSX	2008	596	208	78	38	63	5	0	7	995
PASSENGER	ACUR	TSX	2007	454	185	72	34	46	4	0	14	809
PASSENGER	ACUR	TSX	2006	865	367	131	83	88	12	0	13	1559
PASSENGER	ACUR	TSX	2005	1016	606	194	176	119	18	0	28	2157
PASSENGER	ACUR	TSX	2004	1299	1152	359	416	193	37	0	78	3534
PASSENGER	ACUR	TXB	2019	39	5	0	0	2	0	0	0	46
PASSENGER	ACUR	TXB	2018	45	11	2	0	12	0	0	0	70
PASSENGER	ACUR	TXB	2016	51	15	1	1	7	0	0	0	75
PASSENGER	ACUR	TXB	2015	161	59	11	0	20	0	0	0	251
PASSENGER	ACUR	TXT	2022	13	0	0	0	0	0	0	0	13
PASSENGER	ACUR	TXT	2021	1412	61	2	0	12	0	0	0	1487
PASSENGER	ACUR	TXT	2020	1662	279	19	0	26	0	0	0	1986
PASSENGER	ACUR	TXT	2019	1721	318	23	0	43	0	0	0	2105
PASSENGER	ACUR	TXT	2018	1504	292	40	0	120	4	0	9	1969
PASSENGER	ACUR	TXT	2017	852	147	19	4	116	1	0	2	1141
PASSENGER	ACUR	TXT	2016	873	192	20	4	85	2	0	1	1177
PASSENGER	ACUR	TXT	2015	1751	413	50	15	121	4	0	3	2357
PASSENGER	ACUR	TYS	2008	378	170	68	12	94	3	0	4	729
PASSENGER	ACUR	TYS	2007	279	130	63	18	64	2	0	6	562
PASSENGER	ACUR	ZDX	2013	12	7	2	0	1	0	0	0	22
PASSENGER	ACUR	ZDX	2012	4	3	0	0	1	0	0	0	8
PASSENGER	ACUR	ZDX	2011	38	18	15	0	9	3	0	1	84
PASSENGER	ACUR	ZDX	2010	172	192	48	1	29	14	0	0	456
PASSENGER	ACUR	2TL	2018	140	32	1	0	10	0	0	0	183
PASSENGER	ACUR	2TL	2017	190	48	3	1	29	1	0	2	274
PASSENGER	ACUR	2TL	2016	273	87	4	1	33	1	0	0	399
PASSENGER	ACUR	2TL	2015	654	174	29	3	72	1	0	1	934
PASSENGER	ACUR	3TS	2003	155	476	100	242	45	20	1	21	1060
PASSENGER	ACUR	3TS	2002	186	654	141	372	79	36	0	25	1493
PASSENGER	ACUR	32T	2006	1336	821	240	251	222	23	0	45	2938
PASSENGER	ACUR	32T	2003	403	1140	209	689	124	49	0	57	2671
PASSENGER	ACUR	32T	2002	256	877	156	522	67	42	1	32	1953
PASSENGER	ACUR	32T	2001	110	553	95	280	57	26	0	31	1152
PASSENGER	ACUR	32T	2000	369	1832	334	1242	169	84	1	98	4129
PASSENGER	ACUR	32T	1999	250	2127	347	1329	219	95	0	118	4485
PASSENGER	ACUR	32T	1998	13	271	32	140	28	3	0	4	491
PASSENGER	ACUR	32T	1997	18	342	50	230	35	12	0	12	699
PASSENGER	ACUR	32T	1996	15	375	66	251	37	12	0	12	768
PASSENGER	ACUR	35R	2004	31	40	7	12	1	0	1	4	96
PASSENGER	ACUR	35R	2003	38	34	9	17	6	0	1	1	106
PASSENGER	ACUR	35R	2002	56	127	19	66	13	4	0	5	290
PASSENGER	ACUR	35R	2001	13	43	8	25	10	2	1	0	102
PASSENGER	ACUR	35R	2000	48	125	36	75	20	6	0	10	320
PASSENGER	ACUR	35R	1999	34	183	31	102	25	5	0	6	386
PASSENGER	ACUR	35R	1998	30	291	42	150	49	14	0	14	590
PASSENGER	ACUR	35R	1997	24	359	59	167	46	10	1	10	676
PASSENGER	ACUR	35R	1996	12	215	45	129	23	4	0	9	437
PASSENGER	ACUR	***	2021	2	2	0	0	0	0	0	0	4
PASSENGER	ACUR	***	2020	22	6	1	0	1	0	0	0	30
PASSENGER	ACUR	***	2019	16	5	0	0	1	1	0	0	23
PASSENGER	ACUR	***	2018	42	8	0	0	2	0	0	0	52
PASSENGER	ACUR	***	2017	142	35	8	0	14	0	0	1	200
PASSENGER	ACUR	***	2016	29	9	1	0	5	0	0	0	44
PASSENGER	ACUR	***	2015	86	19	4	0	3	0	0	0	112
PASSENGER	ACUR	***	2014	351	115	17	5	33	3	0	0	524
PASSENGER	ACUR	***	2013	256	75	13	5	33	1	0	0	383
PASSENGER	ACUR	***	2012	63	19	1	1	6	1	0	0	91
PASSENGER	ACUR	***	2010	28	6	3	1	6	1	0	2	47
PASSENGER	ACUR	***	2009	22	15	7	2	7	0	0	0	53
PASSENGER	ACUR	***	2008	59	27	13	3	27	0	0	4	133
PASSENGER	ACUR	***	2007	102	70	26	16	23	2	0	7	246
PASSENGER	ACUR	***	2006	132	103	29	26	18	1	0	9	318
PASSENGER	ACUR	***	2005	1	8	1	0	1	0	0	0	11
PASSENGER	ACUR	***	2004	4	3	0	0	2	0	0	0	9
PASSENGER	ACUR	***	2003	166	359	90	189	51	18	1	27	901
PASSENGER	ACUR	***	2002	14	33	2	23	11	4	0	4	91
PASSENGER	ACUR	***	2001	256	1106	284	507	136	41	0	69	2399
PASSENGER	ACUR	***	2000	355	2026	551	1296	286	78	0	130	4722
PASSENGER	ACUR	***	1999	181	1667	402	1166	267	74	0	99	3856
PASSENGER	ACUR	***	1998	227	2467	636	1578	410	104	1	157	5580
PASSENGER	ACUR	***	1997	202	3586	722	2469	547	157	2	229	7914
PASSENGER	ACUR	***	1996	90	1696	395	1046	270	71	0	105	3673
PASSENGER	ACUR	***	1995	125	2339	530	1499	427	90	0	145	5155
PASSENGER	ACUR	***	1994	71	2058	428	1346	409	104	1	139	4556
PASSENGER	ACUR	***	1993	41	1758	293	1107	281	82	0	80	3642
PASSENGER	ACUR	***	1992	113	4083	702	2535	726	184	0	191	8534
PASSENGER	ACUR	***	1991	159	3476	531	1978	711	151	1	135	7142
PASSENGER	ACUR	***	1990	46	4666	654	2729	874	193	0	118	9280
PASSENGER	ACUR	***	1989	11	1596	205	982	256	65	0	8	3123
PASSENGER	ACUR	***	1988	3	1844	213	1178	321	88	0	6	3653
PASSENGER	ACUR	***	1987	4	2061	195	1232	361	72	0	0	3925
PASSENGER	ACUR	***	1986	0	33	3	14	5	3	0	0	58
PASSENGER	ALFA	FAG	2022	3	0	0	0	0	0	0	0	3
PASSENGER	ALFA	FAG	2021	87	2	0	0	0	0	0	0	89
PASSENGER	ALFA	FAG	2020	64	1	1	0	1	0	0	0	67
PASSENGER	ALFA	FAG	2019	58	15	4	0	6	2	0	0	85
PASSENGER	ALFA	FAG	2018	206	41	6	0	20	5	0	0	278
PASSENGER	ALFA	FAG	2017	311	82	15	0	27	1	0	0	436
PASSENGER	ALFA	PAG	2022	14	0	0	0	0	0	0	0	14
PASSENGER	ALFA	PAG	2021	243	4	0	0	1	0	0	0	248
PASSENGER	ALFA	PAG	2020	151	15	2	0	2	0	0	0	170
PASSENGER	ALFA	PAG	2019	167	20	3	0	4	0	0	0	194
PASSENGER	ALFA	STE	2018	556	139	15	0	72	7	0	0	789
PASSENGER	ALFA	***	2020	5	0	1	0	0	0	0	0	6
PASSENGER	ALFA	***	2019	4	0	0	0	1	0	0	0	5
PASSENGER	ALFA	***	2018	7	4	0	0	1	0	0	0	12
PASSENGER	ALFA	***	2017	21	1	1	0	5	0	0	0	28
PASSENGER	ALFA	***	2016	33	16	1	0	5	0	0	1	56
PASSENGER	ALFA	***	2015	60	32	3	0	2	1	0	0	98
PASSENGER	ALFA	***	2014	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	2009	1	0	0	0	0	0	0	0	1
PASSENGER	ALFA	***	2008	4	1	0	0	0	0	0	0	5
PASSENGER	ALFA	***	2004	5	0	0	0	0	0	0	0	5
PASSENGER	ALFA	***	2003	3	2	0	0	0	0	0	0	5
PASSENGER	ALFA	***	2002	0	1	0	0	2	0	0	0	3
PASSENGER	ALFA	***	2001	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	2000	1	1	0	0	0	0	0	0	2
PASSENGER	ALFA	***	1999	3	1	2	0	0	0	0	0	6
PASSENGER	ALFA	***	1998	11	9	2	0	3	0	0	1	26
PASSENGER	ALFA	***	1997	6	7	1	0	2	1	0	0	17
PASSENGER	ALFA	***	1996	13	7	2	0	6	1	0	0	29
PASSENGER	ALFA	***	1995	4	7	1	1	0	0	0	0	13
PASSENGER	ALFA	***	1994	10	23	1	4	5	0	0	2	45
PASSENGER	ALFA	***	1993	27	12	2	0	5	0	0	2	48
PASSENGER	ALFA	***	1992	48	81	9	9	23	2	0	3	175
PASSENGER	ALFA	***	1991	92	215	34	37	32	3	0	9	422
PASSENGER	ALFA	***	1990	26	24	2	0	3	0	0	3	58
PASSENGER	ALFA	***	1989	51	83	11	7	12	0	0	2	166
PASSENGER	ALFA	***	1988	63	95	23	12	22	1	0	4	220
PASSENGER	ALFA	***	1987	89	205	33	22	38	2	0	4	393
PASSENGER	ALFA	***	1986	65	75	12	0	22	1	0	2	177
PASSENGER	ALFA	***	1985	24	30	6	1	5	0	0	0	66
PASSENGER	ALFA	***	1984	31	48	10	1	7	0	0	0	97
PASSENGER	ALFA	***	1983	29	57	12	5	4	1	0	0	108
PASSENGER	ALFA	***	1982	7	28	3	0	4	1	0	0	43
PASSENGER	ALFA	***	1981	17	41	4	0	6	2	0	0	70
PASSENGER	ALFA	***	1980	7	16	4	0	2	0	0	0	29
PASSENGER	ALFA	***	1979	15	32	6	2	6	0	0	2	63
PASSENGER	ALFA	***	1978	7	40	11	6	5	1	0	0	70
PASSENGER	ALFA	***	1977	20	48	12	3	5	1	0	0	89
PASSENGER	ALFA	***	1976	26	206	50	40	25	4	0	3	354
PASSENGER	ALFA	***	1975	20	136	31	17	12	3	0	3	222
PASSENGER	ALFA	***	1974	37	164	44	19	15	5	0	1	285
PASSENGER	ALFA	***	1973	20	143	42	16	10	4	0	1	236
PASSENGER	ALFA	***	1972	12	87	30	12	11	1	0	0	153
PASSENGER	ALFA	***	1971	34	169	60	18	12	6	0	2	301
PASSENGER	ALFA	***	1970	27	78	31	8	4	2	0	1	151
PASSENGER	ALFA	***	1969	35	103	65	11	9	2	0	0	225
PASSENGER	ALFA	***	1968	7	20	7	1	3	0	0	0	38
PASSENGER	ALFA	***	1967	10	28	11	0	1	0	0	0	50
PASSENGER	ALFA	***	1966	4	14	7	0	3	0	0	1	29
PASSENGER	ALFA	***	1965	6	7	4	0	0	0	0	0	17
PASSENGER	ALFA	***	1964	3	4	5	1	1	0	0	0	14
PASSENGER	ALFA	***	1963	5	2	7	0	2	0	0	0	16
PASSENGER	ALFA	***	1962	3	5	3	0	2	0	0	0	13
PASSENGER	ALFA	***	1961	2	9	2	0	2	0	0	0	15
PASSENGER	ALFA	***	1960	1	4	7	1	2	0	0	0	15
PASSENGER	ALFA	***	1959	2	8	5	0	0	0	0	0	15
PASSENGER	ALFA	***	1958	0	1	1	0	0	0	0	0	2
PASSENGER	ALFA	***	1957	0	4	0	0	0	0	0	0	4
PASSENGER	ALFA	***	1955	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	1954	1	2	0	0	0	0	0	0	3
PASSENGER	ALFA	***	1953	0	3	0	0	0	0	0	0	3
PASSENGER	ALFA	***	1952	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	1949	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1948	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1947	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1932	1	0	1	0	0	0	0	0	2
PASSENGER	ALFA	***	1929	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	1927	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	JEE	1988	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	JEE	1987	0	2	0	0	1	0	0	0	3
PASSENGER	AMER	JEE	1986	78	500	99	40	75	13	0	4	809
PASSENGER	AMER	JEE	1985	83	657	130	56	117	14	0	13	1070
PASSENGER	AMER	JEE	1984	55	502	86	40	92	12	0	3	790
PASSENGER	AMER	JEE	1983	52	335	54	23	61	13	0	4	542
PASSENGER	AMER	JEE	1982	35	343	54	38	65	11	0	6	552
PASSENGER	AMER	JEE	1981	53	759	95	113	117	22	0	6	1165
PASSENGER	AMER	JEE	1980	38	840	133	92	113	20	0	6	1242
PASSENGER	AMER	JEE	1979	48	1485	243	228	150	47	0	5	2206
PASSENGER	AMER	JEE	1978	42	1155	199	167	124	32	0	2	1721
PASSENGER	AMER	JEE	1977	20	1001	165	124	101	22	0	1	1434
PASSENGER	AMER	JEE	1976	13	616	115	112	54	23	0	0	933
PASSENGER	AMER	JEE	1975	7	312	66	46	25	9	0	0	465
PASSENGER	AMER	JEE	1974	7	495	116	72	25	11	0	2	728
PASSENGER	AMER	JEE	1973	7	348	72	40	22	11	0	0	500
PASSENGER	AMER	JEE	1972	5	211	47	20	11	6	0	0	300
PASSENGER	AMER	JEE	1971	2	88	35	11	3	5	0	1	145
PASSENGER	AMER	JEE	1970	0	77	24	4	1	1	0	0	107
PASSENGER	AMER	JEE	1969	4	124	27	9	1	2	0	0	167
PASSENGER	AMER	JEE	1968	3	117	25	7	3	8	0	0	163
PASSENGER	AMER	JEE	1967	3	99	25	8	3	2	0	0	140
PASSENGER	AMER	JEE	1966	0	62	14	7	2	2	0	0	87
PASSENGER	AMER	JEE	1965	1	27	9	6	0	1	0	0	44
PASSENGER	AMER	JEE	1964	0	20	5	4	0	0	0	0	29
PASSENGER	AMER	JEE	1963	0	6	0	0	0	0	0	0	6
PASSENGER	AMER	JEE	1962	0	2	3	0	0	0	0	0	5
PASSENGER	AMER	JEE	1961	0	3	2	0	1	0	0	0	6
PASSENGER	AMER	JEE	1960	0	3	2	0	0	0	0	0	5
PASSENGER	AMER	JEE	1959	0	3	0	0	0	0	0	0	3
PASSENGER	AMER	JEE	1958	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	JEE	1957	0	2	2	0	0	0	0	0	4
PASSENGER	AMER	JEE	1956	0	1	1	0	0	0	0	0	2
PASSENGER	AMER	JEE	1954	0	1	1	0	0	0	0	0	2
PASSENGER	AMER	JEE	1953	4	37	15	1	2	2	0	0	61
PASSENGER	AMER	JEE	1952	9	17	8	0	0	0	0	0	34
PASSENGER	AMER	JEE	1951	1	1	0	0	0	0	0	0	2
PASSENGER	AMER	JEE	1950	0	3	1	0	0	0	0	0	4
PASSENGER	AMER	JEE	1949	1	1	1	0	0	1	0	0	4
PASSENGER	AMER	JEE	1948	0	3	1	0	1	0	0	0	5
PASSENGER	AMER	JEE	1947	0	3	0	0	0	0	0	0	3
PASSENGER	AMER	JEE	1946	1	2	2	0	0	0	0	0	5
PASSENGER	AMER	JEE	1945	1	1	0	0	0	0	0	0	2
PASSENGER	AMER	JEE	1942	0	1	1	0	0	0	0	0	2
PASSENGER	AMER	JEE	1941	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	WRA	1988	100	2073	268	240	429	52	0	54	3216
PASSENGER	AMER	WRA	1987	124	1628	237	202	318	39	0	34	2582
PASSENGER	AMER	***	2019	0	0	1	0	0	0	0	0	1
PASSENGER	AMER	***	2018	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	2017	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	2016	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	2015	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	***	2013	1	0	0	0	0	0	0	0	1
PASSENGER	AMER	***	2012	1	0	0	0	1	0	0	0	2
PASSENGER	AMER	***	2011	1	1	0	0	0	0	0	0	2
PASSENGER	AMER	***	2010	0	0	0	0	0	1	0	0	1
PASSENGER	AMER	***	2009	1	1	1	0	1	0	0	0	4
PASSENGER	AMER	***	2008	1	3	0	0	1	0	0	0	5
PASSENGER	AMER	***	2007	2	2	0	0	0	1	0	0	5
