,Charging Profile
1507,468.8319552
1508,410.603155
1509,334.1100094
1510,244.569096
1511,172.9475836
1512,173.2327156
1513,161.9191625
1514,220.6469283
1515,205.5551673
1516,234.3967959
1517,192.9450647
1518,340.9618531
1519,562.5645358
1520,603.4991749
1521,554.2139535
1522,523.1657253
1523,405.7465787
1524,283.7764343
1525,195.4771754
1526,161.3260977
1527,320.4371953
1528,460.8043792
1529,611.965543
1530,626.0231683
1531,584.8192319
1532,455.5932041
1533,363.0121459
1534,312.0071325
1535,300.6004942
1536,173.2327156
1537,161.9191625
1538,220.6469283
1539,205.5551673
1540,234.3967959
1541,192.9450647
1542,340.9618531
1543,562.5645358
1544,603.4991749
1545,554.2139535
1546,523.1657253
1547,405.7465787
1548,283.7764343
1549,195.4771754
1550,161.3260977
1551,320.4371953
1552,460.8043792
1553,611.965543
1554,626.0231683
1555,584.8192319
1556,455.5932041
1557,363.0121459
1558,312.0071325
1559,300.6004942
1560,173.2327156
1561,161.9191625
1562,220.6469283
1563,205.5551673
1564,234.3967959
1565,192.9450647
1566,340.9618531
1567,562.5645358
1568,603.4991749
1569,554.2139535
1570,523.1657253
1571,405.7465787
1572,283.7764343
1573,195.4771754
1574,161.3260977
1575,320.4371953
1576,460.8043792
1577,611.965543
1578,626.0231683
1579,584.8192319
1580,455.5932041
1581,363.0121459
1582,312.0071325
1583,300.6004942
1584,212.4721277
1585,160.1661613
1586,131.4187172
1587,143.7833087
1588,136.5912663
1589,116.1501046
1590,294.0742786
1591,612.4520029
1592,640.4663731
1593,590.2064193
1594,407.7357057
1595,330.3593912
1596,252.2656195
1597,181.9528357
1598,177.7920523
1599,282.8644213
1600,440.4919918
1601,569.2599166
1602,642.9513982
1603,677.9881246
1604,422.2859382
1605,299.6294355
1606,295.4846204
1607,316.1628145
1608,232.8489433
1609,176.4554412
1610,171.3741856
1611,169.9013799
1612,176.4917659
1613,324.4246776
1614,420.5376804
1615,493.5960911
1616,497.9558379
1617,341.9675455
1618,213.5431857
1619,146.9096129
1620,107.7918224
1621,134.6595542
1622,183.2111164
1623,333.1766439
1624,503.318689
1625,514.926403
1626,545.5480054
1627,468.8319552
1628,410.603155
1629,334.1100094
1630,244.569096
1631,172.9475836
1632,232.8489433
1633,176.4554412
1634,171.3741856
1635,169.9013799
1636,176.4917659
1637,324.4246776
1638,420.5376804
1639,493.5960911
1640,497.9558379
1641,341.9675455
1642,213.5431857
1643,146.9096129
1644,107.7918224
1645,134.6595542
1646,183.2111164
1647,333.1766439
1648,503.318689
1649,514.926403
1650,545.5480054
1651,468.8319552
1652,410.603155
1653,334.1100094
1654,244.569096
1655,172.9475836
1656,173.2327156
1657,161.9191625
1658,220.6469283
1659,205.5551673
1660,234.3967959
1661,192.9450647
1662,340.9618531
1663,562.5645358
1664,603.4991749
1665,554.2139535
1666,523.1657253
1667,405.7465787
1668,283.7764343
1669,195.4771754
