region,nrcan_ceud_class,age,weighted_vmt_km,normalized_utilization,weight_source
NB,Light Truck,8,20855.475099382307,0.7673351729276936,ontario_mto
NB,Light Truck,9,20195.90935845914,0.7430677808181055,ontario_mto
NB,Light Truck,10,19561.042594411912,0.7197091377828935,ontario_mto
NB,Light Truck,11,18950.94128838155,0.6972616898616478,ontario_mto
NB,Light Truck,12,18363.22466493852,0.6756378412207941,ontario_mto
NB,Light Truck,13,17798.34492093852,0.6548542295322535,ontario_mto
NB,Light Truck,14,17253.14984952248,0.6347948756977899,ontario_mto
NB,Light Truck,15,16727.639450690396,0.6154597797174033,ontario_mto
NB,Light Truck,16,16222.3324024389,0.5968680253026056,ontario_mto
NB,Light Truck,17,15732.400672767986,0.5788419747466569,ontario_mto
NB,Light Truck,18,15259.520086818588,0.5614432866580611,ontario_mto
NB,Light Truck,19,14802.533497446402,0.544629386139826,ontario_mto
NB,Light Truck,20,14359.06012922189,0.528312677358377,ontario_mto
